Tanggal,Rekening_Asal,Rekening_Tujuan,Jumlah,Jenis_Belanja,Deskripsi,Is_Anomaly
2023-03-22,ACC_KEMENPERIN_019_170,ACC_PPATK_078_301,6591353656.95,Belanja Barang,Belanja pemeliharaan rutin,0
2023-07-13,ACC_KEMENKOPUKM_044_427,ACC_KEMENLU_011_930,16163424127.58,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-09-26,ACC_BPJS_NA_481,ACC_KEMENAG_025_711,8431193339.2,Belanja Subsidi,Pembayaran subsidi,0
2023-12-18,ACC_KEMENLU_011_107,ACC_BPJS_NA_978,19570998354.52,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-08-18,ACC_BPK_004_257,ACC_PERT_018_043,33369473363.3,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-11-03,ACC_KEMENESDM_020_400,ACC_KEMENHUB_022_506,4075820558.99,Belanja Barang,Penyewaan jasa kebersihan,0
2023-05-05,ACC_BRIN_124_673,ACC_KES_024_087,36920565497.73,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-12-28,ACC_KEMENPAREKRAF_040_518,ACC_BPS_054_031,8462892476.54,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-10-23,ACC_KEMENHAN_012_414,ACC_KES_024_837,5370301710.28,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-06-27,ACC_KEMENDIKBUD_023_746,ACC_KEMENDAGRI_010_259,28031634051.73,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-10-10,ACC_KEMENKOPUKM_044_363,ACC_PERT_018_818,2661547423.16,Belanja Subsidi,Subsidi bunga kredit program,0
2023-09-30,ACC_KOMINFO_059_290,ACC_KEMENDIKBUD_023_803,18221720756.91,Belanja Barang,Pengadaan barang operasional,0
2023-08-22,ACC_KEMENKOPUKM_044_408,ACC_KEU_015_694,6869063165.04,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-03-30,ACC_KEMENESDM_020_997,ACC_BPJS_NA_411,10997300493.88,Belanja Barang,Belanja pemeliharaan rutin,0
2023-11-11,ACC_KEMENLU_011_241,ACC_KEMENLU_011_241,82085309128.58,Belanja Subsidi,Subsidi pangan,1
2023-09-26,ACC_KOMINFO_059_626,ACC_KEMENLU_011_252,16539230750.74,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-05-22,ACC_KEU_015_626,ACC_POLRI_060_450,9150856686.83,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-09-07,ACC_BPJS_NA_799,ACC_ESDM_020_334,18985544230.41,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-02-12,ACC_BRIN_124_678,ACC_PPATK_078_554,10549022181.61,Belanja Barang,Belanja pemeliharaan rutin,0
2023-03-24,ACC_KEMENPAREKRAF_040_862,ACC_KEMENKOPUKM_044_617,13774226824.43,Belanja Barang,Pengadaan barang operasional,0
2023-07-05,ACC_KES_024_284,ACC_KEMENHUB_022_516,33047491935.28,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-01-09,ACC_BPJS_NA_420,ACC_KEMENKOPUKM_044_029,10063049345.7,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-05-29,ACC_KEMENPAREKRAF_040_576,ACC_POLRI_060_879,13631116569.52,Belanja Lain-lain,Belanja tak terduga,0
2023-04-28,ACC_PERT_018_412,ACC_KEU_015_951,8302269124.46,Belanja Barang,Belanja internet dan komunikasi,0
2023-01-31,ACC_SOS_027_673,ACC_PERT_018_727,9640542491.62,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-03-29,ACC_SOS_027_121,ACC_KEMENHUB_022_003,23424202181.43,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-08-15,ACC_PERT_018_079,ACC_KES_024_657,10387674361.62,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-11-23,ACC_BRIN_124_165,ACC_POLRI_060_727,23378059108.91,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-05-01,ACC_KEMENKOPUKM_044_213,ACC_KEMENHAN_012_823,12224428240.4,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-10-02,ACC_KOMINFO_059_427,ACC_BPJS_NA_709,15252964887.46,Belanja Barang,Pengadaan barang operasional,0
2023-01-10,ACC_BRIN_124_120,ACC_KEMENHUB_022_635,30577611119.24,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-02-27,ACC_KEMENKOPUKM_044_827,ACC_BPJS_NA_460,56561398368.5,Belanja Subsidi,Pembayaran subsidi,0
2023-07-24,ACC_KEMENESDM_020_086,ACC_KEMENDIKBUD_023_104,14010301250.22,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-12-29,ACC_KEMENLU_011_621,ACC_BPJS_NA_309,26242682313.65,Belanja Barang,Penyewaan jasa kebersihan,0
2023-01-11,ACC_KEMENKOPUKM_044_826,ACC_PUPR_033_747,18137754295.33,Belanja Barang,Belanja internet dan komunikasi,0
2023-02-13,ACC_KEU_015_518,ACC_PUPR_033_668,17504105326.11,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-01-08,ACC_KOMINFO_059_005,ACC_BPK_004_362,27794930853.52,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-06-03,ACC_BPK_004_221,ACC_KOMINFO_059_369,16800456164.28,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-12-28,ACC_KEU_015_976,ACC_BPS_054_420,8656967606.5,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,1
2023-04-22,ACC_KEU_015_954,ACC_KEMENDAGRI_010_704,31136830099.23,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-08-09,ACC_BRIN_124_699,ACC_KES_024_562,72300768603.46,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-08-20,ACC_SOS_027_835,ACC_BRIN_124_258,18492751492.14,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-09-15,ACC_PPATK_078_979,ACC_PERT_018_065,42526727786.45,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-04-26,ACC_BPS_054_561,ACC_KEMENDIKBUD_023_227,15920605628.22,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-05-06,ACC_KEMENDAGRI_010_949,ACC_KEMENHUB_022_213,8377275662.29,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-04-23,ACC_KEMENPERIN_019_143,ACC_KOMINFO_059_882,9112600125.13,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-10-31,ACC_BPS_054_543,ACC_SOS_027_293,15732494487.96,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-11-18,ACC_KOMINFO_059_806,ACC_SOS_027_681,4858694515.41,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-02-09,ACC_KEMENDAGRI_010_235,ACC_PERT_018_832,27067123773.19,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-02-28,ACC_KEMENLU_011_229,ACC_KEMENESDM_020_603,57556319351.73,Belanja Subsidi,Subsidi bunga kredit program,0
2023-01-01,ACC_KEU_015_781,ACC_KEMENLU_011_798,9285104887.76,Belanja Lain-lain,Belanja tak terduga,0
2023-03-21,ACC_KEMENKOPUKM_044_235,ACC_BPK_004_287,31518387626.29,Belanja Barang,Pengadaan barang operasional,0
2023-03-01,ACC_BRIN_124_545,ACC_POLRI_060_437,2334320313.91,Belanja Subsidi,Subsidi pupuk,0
2023-03-30,ACC_KEMENHAN_012_042,ACC_PUPR_033_632,10321162510.26,Belanja Subsidi,Pembayaran subsidi,0
2023-02-02,ACC_KOMINFO_059_276,ACC_BPS_054_665,33943492894.38,Belanja Barang,Penyewaan jasa kebersihan,0
2023-07-15,ACC_KEMENPERIN_019_399,ACC_KEMENPAREKRAF_040_819,4144578124.56,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-07-16,ACC_BPJS_NA_581,ACC_KEMENHUB_022_466,79236900684.99,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-05-26,ACC_POLRI_060_233,ACC_SOS_027_371,43066291837.38,Belanja Barang,Belanja internet dan komunikasi,0
2023-08-02,ACC_KEMENDAGRI_010_367,ACC_KEMENESDM_020_481,157198512315.5999,Belanja Barang,Belanja pemeliharaan rutin,1
2023-08-04,ACC_BRIN_124_725,ACC_BPJS_NA_816,7892916262.81,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-01-31,ACC_KEMENDAGRI_010_802,ACC_PERT_018_855,15808425633.59,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-04-10,ACC_BRIN_124_501,ACC_KEMENPAREKRAF_040_383,22373414782.2,Belanja Modal,Pembayaran termin proyek resmi,0
2023-03-09,ACC_KEMENDAGRI_010_901,ACC_KEU_015_754,8644063173.77,Belanja Barang,Belanja internet dan komunikasi,0
2023-12-27,ACC_KEMENAG_025_762,ACC_KEMENKOPUKM_044_571,62869128051.93,Belanja Modal,Pengadaan aset TIK,1
2023-02-19,ACC_KEMENDIKBUD_023_407,ACC_KEMENESDM_020_296,9632291961.53,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-03-18,ACC_KEMENDIKBUD_023_889,ACC_KEMENAG_025_716,18120372472.59,Belanja Subsidi,Pembayaran subsidi,0
2023-12-27,ACC_BPK_004_111,ACC_KEU_015_641,18136108374.88,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,1
2023-10-06,ACC_KEMENDAG_090_334,ACC_BPK_004_523,10669364311.99,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-08-04,ACC_BPK_004_538,ACC_KEMENPERIN_019_798,8140507323.92,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-07-30,ACC_PUPR_033_755,ACC_ESDM_020_678,7414672121.62,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-03-02,ACC_KEMENPAREKRAF_040_874,ACC_KEMENDAG_090_279,21742673728.33,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-08-22,ACC_ESDM_020_899,ACC_KEMENLU_011_453,39050443255.92,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-06-19,ACC_KEMENESDM_020_830,ACC_PUPR_033_698,10558859234.93,Belanja Subsidi,Subsidi energi,0
2023-11-21,ACC_PPATK_078_827,ACC_KEMENPERIN_019_302,50992938619.35,Belanja Barang,Belanja pemeliharaan rutin,0
2023-04-11,ACC_PPATK_078_097,ACC_KEMENDAGRI_010_665,6045136127.18,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-03-14,ACC_POLRI_060_254,ACC_KEMENDAGRI_010_963,52923451463.73,Belanja Modal,Pembayaran termin proyek resmi,0
2023-08-25,ACC_KEMENDIKBUD_023_550,ACC_BPS_054_020,16642264303.1,Belanja Barang,Penyewaan jasa kebersihan,0
2023-09-05,ACC_KEU_015_301,ACC_BPK_004_609,41274955679.05,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-09-12,ACC_KEMENDAGRI_010_278,ACC_BPK_004_133,39853902233.54,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-11-08,ACC_KEMENHUB_022_562,ACC_PUPR_033_647,76222467862.96,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-11-02,ACC_BRIN_124_060,ACC_BPJS_NA_637,14321447434.2,Belanja Subsidi,Subsidi energi,0
2023-03-29,ACC_KEMENPERIN_019_715,ACC_KEMENLU_011_361,41592790149.63,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-07-01,ACC_KEMENDAGRI_010_864,ACC_PERT_018_680,21565047162.99,Belanja Modal,Pengadaan aset TIK,0
2023-11-02,ACC_KEMENESDM_020_721,ACC_KEU_015_623,17884473301.71,Belanja Barang,Pengadaan barang operasional,0
2023-05-17,ACC_KEMENPAREKRAF_040_355,ACC_KES_024_916,29382831353.76,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-01-24,ACC_PUPR_033_984,ACC_KEMENESDM_020_943,5794869837.45,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-03-31,ACC_KOMINFO_059_618,ACC_ESDM_020_684,12960588856.17,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-12-19,ACC_PERT_018_901,ACC_KEMENAG_025_604,9928807407.59,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-02-19,ACC_KOMINFO_059_103,ACC_BPK_004_368,51740816426.03,Belanja Subsidi,Subsidi pupuk,0
2023-11-16,ACC_KES_024_520,ACC_BPS_054_449,53504832474.67,Belanja Pegawai,Pembayaran THR,0
2023-03-19,ACC_KEMENDAG_090_909,ACC_PERT_018_240,4676892890.26,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-12-09,ACC_BPK_004_773,ACC_BPS_054_754,14613592784.36,Belanja Subsidi,Subsidi energi,0
2023-06-20,ACC_KEMENPERIN_019_659,ACC_BPK_004_270,7397027971.72,Belanja Barang,Penyewaan jasa kebersihan,0
2023-10-07,ACC_KEMENDAG_090_182,ACC_KEMENAG_025_166,2239254962.05,Belanja Barang,Belanja pemeliharaan rutin,0
2023-12-05,ACC_KEMENESDM_020_045,ACC_KOMINFO_059_502,39745074607.27465,Belanja Barang,Penyewaan jasa kebersihan,1
2023-02-02,ACC_KEMENPAREKRAF_040_299,ACC_KES_024_415,4466220061.35,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-02-06,ACC_KEMENLU_011_431,ACC_PERT_018_495,13263605306.34,Belanja Barang,Belanja pemeliharaan rutin,0
2023-08-25,ACC_KEMENKOPUKM_044_900,ACC_BPS_054_406,4019194785.17,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-07-25,ACC_KEMENPERIN_019_590,ACC_PPATK_078_913,8569926399.33,Belanja Pegawai,Pembayaran THR,0
2023-12-02,ACC_ESDM_020_606,ACC_KEMENPAREKRAF_040_592,8549745166.57,Belanja Modal,Pembayaran termin proyek resmi,0
2023-08-16,ACC_KEMENLU_011_483,ACC_BPS_054_134,31680232311.44,Belanja Barang,Pengadaan barang operasional,0
2023-03-16,ACC_KEMENDAG_090_806,ACC_KEMENPERIN_019_510,5740886155.57,Belanja Subsidi,Subsidi pupuk,0
2023-05-23,ACC_ESDM_020_474,ACC_KEMENHUB_022_568,22315685824.94,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-02-27,ACC_POLRI_060_073,ACC_KEMENLU_011_215,16666645869.29,Belanja Pegawai,Pembayaran THR,0
2023-03-14,ACC_KEMENDAG_090_467,ACC_KEMENKOPUKM_044_271,29302458936.22,Belanja Subsidi,Subsidi bunga kredit program,0
2023-03-22,ACC_KEMENLU_011_322,ACC_KEMENHUB_022_435,13784327682.05,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-11-09,ACC_KES_024_906,ACC_KEMENDAGRI_010_293,56458108389.96773,Belanja Lain-lain,Belanja tak terduga,1
2023-02-24,ACC_BPJS_NA_550,ACC_KEMENPAREKRAF_040_243,20166582888.58,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-01-15,ACC_ESDM_020_656,ACC_KOMINFO_059_077,6821877803.71,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-05-18,ACC_KEU_015_478,ACC_KEMENDIKBUD_023_615,17293070422.97,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-12-31,ACC_KEMENPAREKRAF_040_276,ACC_KEMENLU_011_561,21844592673.08,Belanja Modal,Pengadaan aset TIK,0
2023-02-05,ACC_KEMENLU_011_171,ACC_PPATK_078_638,9678051898.84,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-12-21,ACC_KEMENLU_011_204,ACC_KEMENPAREKRAF_040_289,5066202573.11,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-03-29,ACC_KEMENESDM_020_911,ACC_KEMENAG_025_863,21106848123.27,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-09-11,ACC_BPS_054_278,ACC_PUPR_033_663,3801467566.55,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-06-28,ACC_KEMENLU_011_637,ACC_KEMENAG_025_397,5866406405.55,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-11-07,ACC_KOMINFO_059_850,ACC_BPS_054_875,6137839090.89,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-01-03,ACC_PPATK_078_723,ACC_KEMENHAN_012_404,4961208891.53,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-07-03,ACC_BPJS_NA_465,ACC_KEMENPAREKRAF_040_061,15330859180.43,Belanja Barang,Penyewaan jasa kebersihan,0
2023-07-06,ACC_BPJS_NA_039,ACC_PUPR_033_697,19667488738.87,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-12-28,ACC_BPS_054_113,ACC_PPATK_078_425,2558973924.06,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,1
2023-10-14,ACC_BPK_004_155,ACC_KEMENPAREKRAF_040_165,30164476481.37,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-08-27,ACC_KEMENHAN_012_649,ACC_KEMENESDM_020_339,3139388030.39,Belanja Bantuan Sosial,Transfer bantuan sosial,0
2023-11-06,ACC_BPJS_NA_493,ACC_BRIN_124_679,20802054424.02,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-05-23,ACC_POLRI_060_716,ACC_KEMENPERIN_019_176,17553513233.34,Belanja Subsidi,Subsidi pangan,0
2023-07-15,ACC_BRIN_124_826,ACC_ESDM_020_589,9901130912.89,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-11-23,ACC_BPK_004_906,ACC_KEMENPERIN_019_281,17720517168.85,Belanja Subsidi,Subsidi pupuk,0
2023-07-23,ACC_BRIN_124_243,ACC_PERT_018_367,17119842944.86,Belanja Modal,Pembayaran termin proyek resmi,0
2023-11-22,ACC_SOS_027_252,ACC_KES_024_906,20884188759.77,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-12-09,ACC_KEMENLU_011_240,ACC_BPJS_NA_139,9005532186.3,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-02-18,ACC_KES_024_304,ACC_KEMENDIKBUD_023_115,10115528816.66,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-05-01,ACC_BPS_054_124,ACC_PERT_018_150,11745458784.09,Belanja Barang,Belanja pemeliharaan rutin,0
2023-09-25,ACC_POLRI_060_839,ACC_BPJS_NA_001,37908864336.32,Belanja Subsidi,Subsidi bunga kredit program,0
2023-03-05,ACC_KEMENDIKBUD_023_299,ACC_KEMENHUB_022_760,9819261975.07,Belanja Barang,Belanja pemeliharaan rutin,0
2023-04-25,ACC_KEMENAG_025_807,ACC_KEMENDAG_090_001,10028670541.31,Belanja Barang,Belanja pemeliharaan rutin,0
2023-09-08,ACC_PPATK_078_510,ACC_PPATK_078_510,25540785274.42,Belanja Pegawai,Gaji pegawai bulan berjalan,1
2023-03-12,ACC_KEMENESDM_020_137,ACC_KEMENAG_025_959,19233470615.85,Belanja Bantuan Sosial,Bantuan pangan nontunai,0
2023-03-10,ACC_ESDM_020_067,ACC_POLRI_060_433,41175190522.19,Belanja Subsidi,Subsidi energi,0
2023-11-05,ACC_PPATK_078_603,ACC_KEMENLU_011_115,36589640883.0,Belanja Subsidi,Subsidi bunga kredit program,0
2023-10-26,ACC_KEU_015_968,ACC_PERT_018_822,79159036557.61,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-08-13,ACC_KEU_015_671,ACC_SOS_027_716,11486273551.14,Belanja Barang,Pengadaan barang operasional,0
2023-09-24,ACC_BPJS_NA_446,ACC_BPS_054_340,55125147330.14,Belanja Subsidi,Subsidi pupuk,0
2023-04-26,ACC_BPS_054_858,ACC_KEMENESDM_020_074,67473282711.87,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-08-10,ACC_PPATK_078_126,ACC_BPS_054_657,19748142484.45,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-06-01,ACC_PERT_018_694,ACC_KEMENHAN_012_375,85118279652.82,Belanja Modal,Pengadaan peralatan dan mesin,0
2023-01-06,ACC_BPJS_NA_846,ACC_ESDM_020_695,8136763761.81,Belanja Pegawai,Tunjangan kinerja triwulan,0
2023-04-26,ACC_KEMENPAREKRAF_040_614,ACC_PERT_018_008,13724082286.78,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-10-31,ACC_SOS_027_467,ACC_KEMENKOPUKM_044_952,8867910495.7,Belanja Modal,Pembangunan infrastruktur jalan,0
2023-03-29,ACC_KOMINFO_059_010,ACC_PERT_018_308,7332137665.15,Belanja Lain-lain,Belanja tak terduga,0
2023-05-24,ACC_PUPR_033_335,ACC_PPATK_078_018,60847699264.77,Belanja Subsidi,Subsidi energi,0
2023-12-08,ACC_KOMINFO_059_800,ACC_POLRI_060_811,15947970965.99,Belanja Modal,Pengadaan aset TIK,0
2023-11-02,ACC_KEMENKOPUKM_044_780,ACC_KEMENKOPUKM_044_780,6647970048.95,Belanja Pegawai,Pembayaran gaji ke-13,1
2023-02-27,ACC_SOS_027_851,ACC_KEMENESDM_020_447,24892403842.99,Belanja Bantuan Sosial,Bansos tunai,0
2023-08-22,ACC_KES_024_822,ACC_KEMENDAG_090_047,34993788963.82,Belanja Subsidi,Pembayaran subsidi,0
2023-09-12,ACC_KEMENLU_011_995,ACC_SOS_027_223,133930880543.64,Belanja Modal,Pembangunan/rehabilitasi gedung,0
2023-04-06,ACC_KES_024_107,ACC_KEMENDAGRI_010_632,14393656979.13,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-06-15,ACC_KEMENAG_025_926,ACC_BPK_004_698,75450815926.84352,Belanja Pegawai,Pembayaran THR,1
2023-02-06,ACC_KEMENPAREKRAF_040_201,ACC_BRIN_124_870,32799318880.0,Belanja Subsidi,Hibah barang kepada daerah,1
2023-06-17,ACC_KEU_015_263,ACC_PUPR_033_133,20414781368.35,Belanja Lain-lain,Cadangan risiko fiskal,0
2023-01-11,ACC_KEU_015_201,ACC_BRIN_124_945,12017360289.65,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-01-03,ACC_PUPR_033_214,ACC_SOS_027_808,18471034458.54,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-10-18,ACC_KEMENDIKBUD_023_108,ACC_KEU_015_408,10175847246.84,Belanja Pegawai,Pembayaran THR,0
2023-02-21,ACC_KEMENPERIN_019_112,ACC_KEMENDIKBUD_023_295,89751682726.3,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-09-15,ACC_KEMENPAREKRAF_040_646,ACC_KEMENPAREKRAF_040_646,9297408019.16,Belanja Pegawai,Pembayaran gaji ke-13,1
2023-06-20,ACC_BPS_054_210,ACC_KEMENDAGRI_010_808,10134096930.56,Belanja Barang,Penyewaan jasa kebersihan,0
2023-09-12,ACC_BRIN_124_908,ACC_KEMENDAGRI_010_553,14665936948.33,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-10-06,ACC_BPK_004_469,ACC_KEMENHAN_012_592,45500957319.19,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-08-17,ACC_KEMENLU_011_150,ACC_KEMENPERIN_019_755,5912995327.39,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-03-30,ACC_KEMENHAN_012_494,ACC_KEMENDAGRI_010_527,15476534548.06,Belanja Barang,Pengadaan barang operasional,0
2023-03-02,ACC_KEU_015_876,ACC_KEMENKOPUKM_044_732,14990106276.82,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-06-15,ACC_PPATK_078_524,ACC_ESDM_020_216,8238095696.56,Belanja Barang,Pengadaan barang operasional,0
2023-06-25,ACC_KEMENPERIN_019_723,ACC_SOS_027_543,8505702669.36,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-06-02,ACC_POLRI_060_708,ACC_BPJS_NA_498,22900015050.86,Belanja Barang,Belanja ATK dan operasional kantor,0
2023-06-19,ACC_KEMENHAN_012_950,ACC_KEMENKOPUKM_044_869,22471789777.19,Belanja Bantuan Sosial,Bantuan sosial kebencanaan,0
2023-08-20,ACC_BRIN_124_696,ACC_KEMENPAREKRAF_040_359,7588508062.86,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-03-06,ACC_BRIN_124_710,ACC_KOMINFO_059_027,9809608441.07,Belanja Pegawai,Gaji pegawai bulan berjalan,0
2023-09-25,ACC_KEMENESDM_020_597,ACC_KEMENDAGRI_010_066,4765535288.77,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-11-15,ACC_KEMENESDM_020_982,ACC_KEMENHAN_012_328,13243764052.86,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-11-23,ACC_PPATK_078_542,ACC_KEMENDAGRI_010_125,24240024777.43,Belanja Subsidi,Subsidi pangan,0
2023-06-06,ACC_BPK_004_559,ACC_KEMENPERIN_019_869,13751738088.38,Belanja Lain-lain,Belanja operasi non-rutin,0
2023-01-22,ACC_KEMENLU_011_974,ACC_PPATK_078_953,22120148821.1,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-07-07,ACC_KEMENHAN_012_570,ACC_BPS_054_771,18535472109.08,Belanja Pembayaran Bunga Utang,Pembayaran kupon SUN,0
2023-11-02,ACC_BRIN_124_002,ACC_BPJS_NA_271,11436174580.46,Belanja Pembayaran Bunga Utang,Pembayaran bunga SBN,0
2023-08-12,ACC_PPATK_078_879,ACC_KEMENLU_011_692,17498685193.84,Belanja Pegawai,Honorarium kegiatan resmi,0
2023-02-06,ACC_KEMENPERIN_019_107,ACC_KOMINFO_059_297,15348957371.67,Belanja Pembayaran Bunga Utang,Pembayaran bunga pinjaman luar negeri,0
2023-02-09,ACC_KEMENDIKBUD_023_597,ACC_KEMENAG_025_814,7422556957.52,Belanja Pegawai,Pembayaran gaji ke-13,0
2023-12-24,ACC_PUPR_033_488,ACC_ESDM_020_354,20978549741.37,Belanja Barang,Belanja pemeliharaan rutin,0
2023-06-07,ACC_KES_024_484,ACC_KEMENDAG_090_304,6137167969.36,Belanja Pegawai,Bansos tunai,1
2023-09-13,ACC_KEMENKOPUKM_044_967,ACC_PERT_018_018,85226315155.04,Belanja Subsidi,Subsidi pangan,0
2023-10-08,ACC_SOS_027_757,ACC_KEMENPAREKRAF_040_008,11032106782.31,Belanja Lain-lain,Belanja tak terduga,0
2023-01-07,ACC_BPK_004_136,ACC_KOMINFO_059_531,6870050301.7,Belanja Lain-lain,Belanja tak terduga,0
2023-02-10,ACC_BRIN_124_446,ACC_BPJS_NA_114,20260656682.91,Belanja Lain-lain,Belanja lainnya sesuai ketentuan,0
2023-07-15,ACC_SOS_027_860,ACC_BPS_054_737,13503305473.66,Belanja Modal,Pembayaran termin proyek resmi,0
2023-06-30,ACC_PERT_018_077,ACC_KEMENDAGRI_010_374,5438119056.27,Belanja Pegawai,Pembayaran THR,0
2023-03-08,ACC_POLRI_060_525,ACC_BPK_004_092,6299591364.09,Belanja Pembayaran Bunga Utang,Pembayaran imbal hasil obligasi,0
2023-09-30,ACC_BRIN_124_304,ACC_KEMENPAREKRAF_040_398,71600777962.65,Belanja Subsidi,Pembayaran subsidi,0
